NetworkFilename,Strain,MouseID,Sex,Cage,DOB,Box,TestDate,Weight,TestTime,TestNum,Comments,Shipped,Tester,RoomOrigin,ShipDate,TestingSheetLink,TestingSheetLinkPath,TestingSheetName,CoatColor,LightIntensity,WhiteNoise,DrugDosed,DrugDosage,DontUseOFA,DontUsePSY,TestAssay,TestAssayNotes,TestDataset,TestID,MovieHyperlink,networkMovieFound,TimestampsFound,DistExportFound,networkEllfitFound,networkGroomFound,networkPointsFound,PredictedBaselineLength,PredictedNumberTracks
LL1-B2B/2016-04-18_SPD/LL1-4_000690-M-MP13-8-42416-4-S080.avi,129P3/J,LL1-4_000690-M-MP13-8-42416-4-S080,M,S080,2/16/16,LL1-4,4/18/16,21,10:25,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP13,4/14/16,None,None,None,Off White,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000690-M-MP13-8-42416-4-S080_S080_2016/04/18,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3908.055686,2
LL1-B2B/2016-12-22_SPD/LL1-4_003719-M-F29-4.28571428571429-42647-3-S318.avi,MSM/MsJ,LL1-4_003719-M-F29-4.28571428571429-42647-3-S318,M,S318,10/4/16,LL1-4,12/22/16,12.3,14:45,1,NA --- NA --- NA --- NA --- NA,Y,Sean Deats,F29,11/3/16,None,None,None,Dark Brown,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,003719-M-F29-4.28571428571429-42647-3-S318_S318_2016/12/22,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3701.741001,2
LL1-B2B/2016-12-28_SPD/LL1-4_003719-F-F29-4.28571428571429-42647-1-S328.avi,MSM/MsJ,LL1-4_003719-F-F29-4.28571428571429-42647-1-S328,F,S328,10/4/16,LL1-4,12/28/16,10,14:35,1,NA --- WILD --- NA --- NA --- NA,Y,Sean Deats,F29,11/3/16,None,None,None,Dark Brown,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,003719-F-F29-4.28571428571429-42647-1-S328_S328_2016/12/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3796.529983,1
LL1-B2B/2017-01-04_SPD/LL1-2_004660-F-AX10-3.42857142857143-42654-2-S327.avi,PWD/PhJ,LL1-2_004660-F-AX10-3.42857142857143-42654-2-S327,F,S327,10/11/16,LL1-2,1/4/17,14.3,13:55,1,NA --- WILD. --- NA --- NA --- NA,Y,Sean Deats,AX10,11/4/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,004660-F-AX10-3.42857142857143-42654-2-S327_S327_2017/01/04,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3671.97984,2
LL1-B2B/2017-01-11_SPD/LL1-2_004660-M-AX10-3.42857142857143-42654-2-S325.avi,PWD/PhJ,LL1-2_004660-M-AX10-3.42857142857143-42654-2-S325,M,S325,10/11/16,LL1-2,1/11/17,17.8,14:40,1,NA --- WILD --- NA --- NA --- NA,Y,Sean Deats,AX10,11/4/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,004660-M-AX10-3.42857142857143-42654-2-S325_S325_2017/01/11,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3716.841801,2
LL1-B2B/2017-01-12_SPD/LL1-1_001144-F-F29-4-42661-1-S344.avi,CZECHII/EiJ,LL1-1_001144-F-F29-4-42661-1-S344,F,S344,10/18/16,LL1-1,1/12/17,12.2,13:35,1,NA --- WILD --- NA --- NA --- NA,Y,Sean Deats,F29,11/15/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001144-F-F29-4-42661-1-S344_S344_2017/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3709.826221,2
LL1-B2B/2017-01-12_SPD/LL1-3_001144-F-F29-4-42661-3-S344.avi,CZECHII/EiJ,LL1-3_001144-F-F29-4-42661-3-S344,F,S344,10/18/16,LL1-3,1/12/17,17.2,13:35,1,NA --- WILD --- NA --- NA --- NA,Y,Sean Deats,F29,11/15/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001144-F-F29-4-42661-3-S344_S344_2017/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3800.619784,2
LL1-B2B/2017-01-12_SPD/LL1-4_001144-F-F29-4-42661-4-S344.avi,CZECHII/EiJ,LL1-4_001144-F-F29-4-42661-4-S344,F,S344,10/18/16,LL1-4,1/12/17,14.1,13:35,1,NA --- WILD --- NA --- NA --- NA,Y,Sean Deats,F29,11/15/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001144-F-F29-4-42661-4-S344_S344_2017/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3791.276163,2
LL2-B2B/2016-01-12_BG/LL2-4_C3HeB.avi,C3HeB/FeJ,LL2-4_C3HeB,M,NA,11/10/15,LL2-4,1/12/16,28,10:45,1,Powered --- NA --- NA --- NA --- NA,Y,Brian Geuther,MP16,1/7/16,None,None,None,Agouti,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,C3HeB_NA_2016/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3561.1,1
LL2-B2B/2016-03-22_SPD/LL2-4_C3H_HeO.avi,C3H/HeOuJ,LL2-4_C3H_HeO,M,NA,1/19/16,LL2-4,3/22/16,26.1,12:30,1,Taken with VC++ Sentech --- Fighting in cage before weighing --- Ready to run at 11:55:00 AM but had technical issues. --- NA --- NA,Y,Sean Deats,MP14,3/17/16,None,None,None,Agouti,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,C3H_HeO_NA_2016/03/22,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3731.313401,1
LL2-B2B/2016-03-28_SPD/LL2-4_AJ_M.avi,A/J,LL2-4_AJ_M,M,NA,1/26/16,LL2-4,3/28/16,24,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,3/24/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,AJ_M_NA_2016/03/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3923.156487,2
LL2-B2B/2016-03-29_SPD/LL2-4_BLKS_M.avi,C57BLKS/J,LL2-4_BLKS_M,M,NA,1/26/16,LL2-4,3/29/16,26.4,10:15,1,Taken with VC++ Sentech --- Whiskering on one side only --- NA --- NA --- NA,Y,Sean Deats,AX4,3/24/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,BLKS_M_NA_2016/03/29,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3985.919189,2
LL2-B2B/2016-04-06_SPD/LL2-1_AJ_F.avi,A/J,LL2-1_AJ_F,F,NA,2/2/16,LL2-1,4/6/16,19.4,10:05,1,Taken with VC++ Sentech --- Injection @ 3000 seconds remaining --- NA --- NA --- NA,Y,Sean Deats,MP16,3/31/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,AJ_F_NA_2016/04/06,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5027.276677,2
LL2-B2B/2016-04-20_SPD/LL2-4_000691-M-MP16-8-42416-8-S083.avi,129X1/SvJ,LL2-4_000691-M-MP16-8-42416-8-S083,M,S083,2/16/16,LL2-4,4/20/16,23.3,10:35,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,4/14/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000691-M-MP16-8-42416-8-S083_S083_2016/04/20,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3885.373026,2
LL2-B2B/2016-04-25_SPD/LL2-3_001800-M-MP16-10-42409-7-S100.avi,FVB/NJ,LL2-3_001800-M-MP16-10-42409-7-S100,M,S100,2/9/16,LL2-3,4/25/16,25.5,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,4/21/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001800-M-MP16-10-42409-7-S100_S100_2016/04/25,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3861.400505,2
LL2-B2B/2016-05-17_SPD/LL2-4_000684-F-MP16-9-42437-8-S190.avi,NZB/BlNJ,LL2-4_000684-F-MP16-9-42437-8-S190,F,S190,3/8/16,LL2-4,5/17/16,22.9,10:30,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,5/12/16,None,None,None,Black,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000684-F-MP16-9-42437-8-S190_S190_2016/05/17,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3875.526045,2
LL2-B2B/2016-12-29_SPD/LL2-4_002105-F-AX12-5.28571428571429-42640-8-S330.avi,NZO/HILtJ,002105-F-AX12-5.28571428571429-42640-8-S330,F,S330,9/27/16,LL2-4,12/29/16,38.2,0.59722222222222221 N,1,EP after test --- WHITE NOISE N,Y,Sean Deats,AX12,11/3/16,TestingSheet,../../../../../kumarlab-new/Sean/Behavior/Locomotor/PostProcessing/./../../BAT/CC_TestingSheets/2016-12-29/CCF1_2016-12-29_T1_PostTest.xlsx,BAT Template,Agouti,500-600,TRUE,NA,NA,NA,NA,SIT,BAT day 1,CCF1,002105-F-AX12-5.28571428571429-42640-8-S330_S330_2016/12/29,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4147.403373,4
LL2-B2B/2017-01-01_SPD/LL2-1_002105-M-AX12-5.28571428571429-42640-5-S332.avi,NZO/HILtJ,002105-M-AX12-5.28571428571429-42640-5-S332,M,S332,9/27/16,LL2-1,1/1/17,44.1,0.58333333333333337 N,1,EP after test. --- WHITE NOISE N,Y,Sean Deats,AX12,11/3/16,TestingSheet,../../../../../kumarlab-new/Sean/Behavior/Locomotor/PostProcessing/./../../BAT/CC_TestingSheets/2017-01-01/CCF1_2017-01-01_T1_PostTest.xlsx,BAT Template,Agouti,500-600,TRUE,NA,NA,NA,NA,SIT,BAT day 1,CCF1,002105-M-AX12-5.28571428571429-42640-5-S332_S332_2017/01/01,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6564.443779,1
LL2-B2B/2017-01-11_SPD/LL2-4_000653-M-AX10-4.28571428571429-42654-4-S334.avi,BUB/BnJ,LL2-4_000653-M-AX10-4.28571428571429-42654-4-S334,M,S334,10/11/16,LL2-4,1/11/17,33.4,14:40,1,NA --- Short whiskers --- NA --- NA --- NA,Y,Sean Deats,AX10,11/10/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000653-M-AX10-4.28571428571429-42654-4-S334_S334_2017/01/11,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3742.513162,2
LL2-B2B/2017-03-30_SPD/LL2-4_003715-M-F29-4.71428571428571-42756-8-S398.avi,PWK/PhJ,003715-M-F29-4.71428571428571-42756-8-S398,M,S398,1/21/17,LL2-4,3/30/17,20.6,0.52083333333333337 N,1,NA --- NA W,Y,Sean Deats,F29,2/23/17,TestingSheet,../../../../../kumarlab-new/Sean/Behavior/Locomotor/PostProcessing/./../../BAT/CC_TestingSheets/2017-03-30/CCF1_2017-03-30_T1_PostTest.xlsx,BAT Template,NA,500-600,TRUE,NA,NA,NA,NA,SIT,BAT day 1,CCF1,003715-M-F29-4.71428571428571-42756-8-S398_S398_2017/03/30,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6546.448658,1
LL2-B2B/2017-08-08_SPD/LL2-4_002019-M-AX30-10.2857142857143-42864-5-S420.avi,NU/J,LL2-4_002019-M-AX30-10.2857142857143-42864-5-S420,M,S420,5/9/17,LL2-4,8/8/17,27.3,13:05,1,WHITE NOISE. 400 LUX --- NA --- NA --- NA --- NA --- NA --- NA W,Y,Sean Deats,AX30,7/20/17,None,None,None,Nude,350-400,TRUE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,002019-M-AX30-10.2857142857143-42864-5-S420_S420_2017/08/08,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3923.659847,2
LL3-B2B/2016-01-12_BG/LL3-1_C3HeB.avi,C3HeB/FeJ,LL3-1_C3HeB,F,NA,11/10/15,LL3-1,1/12/16,21.2,10:50,1,Powered --- NA --- NA --- NA --- NA,Y,Brian Geuther,MP16,1/7/16,None,None,None,Agouti,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,C3HeB_NA_2016/01/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3561.724138,1
LL3-B2B/2016-02-01_BG/LL3-1_NZB_M.avi,NZB/BlNJ,LL3-1_NZB_M,M,NA,12/1/15,LL3-1,2/1/16,27.9,11:00,1,NA --- Weight Taken After --- NA --- NA --- NA,Y,Brian Geuther,MP16,1/28/16,None,None,None,Black,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,NZB_M_NA_2016/02/01,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3446.870968,1
LL3-B2B/2016-03-01_BG/LL3-1_BLKS_F.avi,C57BLKS/J,LL3-1_BLKS_F,F,NA,12/29/15,LL3-1,3/1/16,20.6,10:45,1,NA --- NA --- NA --- NA --- NA,Y,Brian Geuther,AX4,2/25/16,None,None,None,Black,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,BLKS_F_NA_2016/03/01,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3443.419355,1
LL3-B2B/2016-03-22_SPD/LL3-2_129X1_SvJ_F.avi,129X1/SvJ,LL3-2_129X1_SvJ_F,F,NA,1/19/16,LL3-2,3/22/16,19.9,12:35,1,Taken with VC++ Sentech --- Coat color White --- Ready to run at 11:55:00 AM but had technical issues. --- NA --- NA,Y,Sean Deats,MP16,3/17/16,None,None,None,Albino,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,129X1_SvJ_F_NA_2016/03/22,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3763.843042,1
LL3-B2B/2016-03-28_SPD/LL3-1_C3HHeO_F.avi,C3H/HeOuJ,LL3-1_C3HHeO_F,F,NA,1/26/16,LL3-1,3/28/16,23.9,10:25,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP14,3/24/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,C3HHeO_F_NA_2016/03/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3914.945426,2
LL3-B2B/2016-04-12_SPD/LL3-2_100007-F-AX4-8-42402-10-S016.avi,CB6F1/J,LL3-2_100007-F-AX4-8-42402-10-S016,F,S016,2/2/16,LL3-2,4/12/16,20.5,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX4,3/31/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100007-F-AX4-8-42402-10-S016_S016_2016/04/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3855.297265,2
LL3-B2B/2016-04-12_SPD/LL3-3_000690-F-MP13-8-42402-1-S017.avi,129P3/J,LL3-3_000690-F-MP13-8-42402-1-S017,F,S017,2/2/16,LL3-3,4/12/16,18.6,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP13,3/31/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000690-F-MP13-8-42402-1-S017_S017_2016/04/12,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3845.796345,2
LL3-B2B/2016-04-13_SPD/LL3-3_002423-M-AX1-8-42409-3-S025.avi,NON/ShiLtJ,LL3-3_002423-M-AX1-8-42409-3-S025,M,S025,2/9/16,LL3-3,4/13/16,31.7,10:05,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX1,4/7/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,002423-M-AX1-8-42409-3-S025_S025_2016/04/13,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3800.336644,2
LL3-B2B/2016-04-14_SPD/LL3-3_001800-F-MP16-8-42409-1-S038.avi,FVB/NJ,LL3-3_001800-F-MP16-8-42409-1-S038,F,S038,2/9/16,LL3-3,4/14/16,19.9,10:15,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP16,4/7/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001800-F-MP16-8-42409-1-S038_S038_2016/04/14,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3866.685785,2
LL3-B2B/2016-04-18_SPD/LL3-1_002050-M-MP13-9-42409-5-S081.avi,NOR/LtJ,LL3-1_002050-M-MP13-9-42409-5-S081,M,S081,2/9/16,LL3-1,4/18/16,28.1,10:30,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP13,4/14/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,002050-M-MP13-9-42409-5-S081_S081_2016/04/18,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3915.260027,2
LL3-B2B/2016-04-28_SPD/LL3-2_002423-F-AX1-8-42423-1-S103.avi,NON/ShiLtJ,LL3-2_002423-F-AX1-8-42423-1-S103,F,S103,2/23/16,LL3-2,4/28/16,25.3,10:20,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,AX1,4/21/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,002423-F-AX1-8-42423-1-S103_S103_2016/04/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3819.873303,2
LL3-B2B/2016-05-02_SPD/LL3-2_100003-F-AX28-10-42409-10-S118.avi,CAF1/J,LL3-2_100003-F-AX28-10-42409-10-S118,F,S118,2/9/16,LL3-2,5/2/16,23.3,10:25,1,Taken with VC++ Sentech --- INJECTION @ 4000 SECS --- NA --- NA --- NA,Y,Sean Deats,AX28,4/21/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,100003-F-AX28-10-42409-10-S118_S118_2016/05/02,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4022.28695,2
LL3-B2B/2016-05-10_SPD/LL3-2_000656-F-MP13-9-42430-10-S146.avi,CBA/J,LL3-2_000656-F-MP13-9-42430-10-S146,F,S146,3/1/16,LL3-2,5/10/16,22.2,10:35,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP13,5/5/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000656-F-MP13-9-42430-10-S146_S146_2016/05/10,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3851.238925,2
LL3-B2B/2016-05-10_SPD/LL3-3_000656-M-MP13-10-42423-1-S151.avi,CBA/J,LL3-3_000656-M-MP13-10-42423-1-S151,M,S151,2/23/16,LL3-3,5/10/16,28.4,10:35,1,Taken with VC++ Sentech --- NA --- NA --- NA --- NA,Y,Sean Deats,MP13,5/5/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000656-M-MP13-10-42423-1-S151_S151_2016/05/10,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3851.176004,2
LL3-B2B/2016-12-28_SPD/LL3-1_000653-F-AX10-4.28571428571429-42654-2-S335.avi,BUB/BnJ,LL3-1_000653-F-AX10-4.28571428571429-42654-2-S335,F,S335,10/11/16,LL3-1,12/28/16,24.6,14:35,1,NA --- NA --- NA --- NA --- NA,Y,Sean Deats,AX10,11/10/16,None,None,None,Albino,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,000653-F-AX10-4.28571428571429-42654-2-S335_S335_2016/12/28,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3748.364722,2
LL3-B2B/2017-01-04_SPD/LL3-4_001144-F-F29-4-42661-4-S343.avi,CZECHII/EiJ,LL3-4_001144-F-F29-4-42661-4-S343,F,S343,10/18/16,LL3-4,1/4/17,11,13:55,1,NA --- WILD. --- NA --- NA --- NA,Y,Sean Deats,F29,11/15/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001144-F-F29-4-42661-4-S343_S343_2017/01/04,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3760.476822,2
LL3-B2B/2017-01-11_SPD/LL3-2_001144-M-F29-4-42661-2-S342.avi,CZECHII/EiJ,LL3-2_001144-M-F29-4-42661-2-S342,M,S342,10/18/16,LL3-2,1/11/17,17.3,14:40,1,NA --- WILD --- NA --- NA --- NA,Y,Sean Deats,F29,11/15/16,None,None,None,Agouti,500-600,FALSE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,001144-M-F29-4-42661-2-S342_S342_2017/01/11,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3718.509181,2
LL3-B2B/2017-06-30_SPD/LL3-1_000689-F-AX5-10.2857142857143-42836-5-S415.avi,SWR/J,LL3-1_000689-F-AX5-10.2857142857143-42836-5-S415,F,S415,4/11/17,LL3-1,6/30/17,NA,NA,1,NA --- NA --- NA --- NA --- NA --- NA --- NA N,Y,Sean Deats,AX5,6/22/17,None,None,None,Albino,500-600,FALSE,NA,NA,NA,NA,OFA,NA,StrainSurvey,000689-F-AX5-10.2857142857143-42836-5-S415_S415_2017/06/30,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3806.785944,2
LL3-B2B/2017-06-30_SPD/LL3-2_000689-M-AX5-8.28571428571429-42850-1-S416.avi,SWR/J,LL3-2_000689-M-AX5-8.28571428571429-42850-1-S416,M,S416,4/25/17,LL3-2,6/30/17,NA,NA,1,NA --- NA --- NA --- NA --- NA --- NA --- NA N,Y,Sean Deats,AX5,6/22/17,None,None,None,Albino,500-600,FALSE,NA,NA,NA,NA,OFA,NA,StrainSurvey,000689-M-AX5-8.28571428571429-42850-1-S416_S416_2017/06/30,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3810.718444,2
LL3-B2B/2017-08-08_SPD/LL3-1_002019-F-AX30-8.28571428571429-42878-1-S421.avi,NU/J,LL3-1_002019-F-AX30-8.28571428571429-42878-1-S421,F,S421,5/23/17,LL3-1,8/8/17,26.5,13:05,1,WHITE NOISE. 400 LUX --- NA --- NA --- NA --- NA --- NA --- NA W,Y,Sean Deats,AX30,7/20/17,None,None,None,Nude,350-400,TRUE,COCAINE,20,NA,NA,PSY,NA,StrainSurvey,002019-F-AX30-8.28571428571429-42878-1-S421_S421_2017/08/08,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3907.804006,2
LL4-B2B/2015-12-07_BG/LL4-4_DBA1J.avi,DBA/1J,LL4-4_DBA1J,F,NA,10/6/15,LL4-4,12/7/15,17.4,11:00,1,Powered --- NA --- NA --- NA --- NA,Y,Brian Geuther,MP24,12/3/15,None,None,None,Gray,500-600,FALSE,NA,0,NA,NA,OFA,NA,StrainSurvey,DBA1J_NA_2015/12/07,MovieLink,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3559.592926,1
